,TAXA_1,TAXA_2,TAXA_3,TAXA_4,TAXA_5,TAXA_6,TAXA_7,TAXA_8,TAXA_9,TAXA_10,TAXA_11,TAXA_12,TAXA_13,TAXA_14,TAXA_15,TAXA_16,TAXA_17,TAXA_18,TAXA_19,TAXA_20,TAXA_21,TAXA_22,TAXA_23,TAXA_24,TAXA_25,TAXA_26,TAXA_27,TAXA_28,TAXA_29,TAXA_30,TAXA_31,TAXA_32,TAXA_33,TAXA_34,TAXA_35,TAXA_36,TAXA_37,TAXA_38,TAXA_39,TAXA_40,TAXA_41,TAXA_42,TAXA_43,TAXA_44,TAXA_45,TAXA_46,TAXA_47,TAXA_48,TAXA_49,TAXA_50,TAXA_51,TAXA_52,TAXA_53,TAXA_54,TAXA_55,TAXA_56,TAXA_57,TAXA_58,TAXA_59,TAXA_60,TAXA_61,TAXA_62,TAXA_63,TAXA_64,TAXA_65,TAXA_66,TAXA_67,TAXA_68,TAXA_69,TAXA_70,TAXA_71,TAXA_72,TAXA_73,TAXA_74,TAXA_75,TAXA_76,TAXA_77,TAXA_78,TAXA_79,TAXA_80,TAXA_81,TAXA_82,TAXA_83,TAXA_84,TAXA_85,TAXA_86,TAXA_87,TAXA_88,TAXA_89,TAXA_90,TAXA_91,TAXA_92,TAXA_93,TAXA_94,TAXA_95,TAXA_96,TAXA_97,TAXA_98,TAXA_99,TAXA_100,TAXA_101,TAXA_102,TAXA_103,TAXA_104,TAXA_105,TAXA_106,TAXA_107,TAXA_108,TAXA_109,TAXA_110,TAXA_111,TAXA_112,TAXA_113,TAXA_114,TAXA_115,TAXA_116,TAXA_117,TAXA_118,TAXA_119,TAXA_120
SAMPLE_241,0,0,13,0,454,343,456,725,1978,358,135,0,0,184,0,916,0,0,0,51,7,0,232,0,0,0,3448,1809,991,787,0,0,85,0,0,811,9,0,1212,0,0,0,14,1030,0,1028,3633,319,0,0,2451,4437,1591,12,0,323,0,0,0,2059,0,1979,0,0,402,958,96,0,0,1242,140,143,367,2,2908,2734,0,0,272,1068,574,0,0,2236,0,994,0,3442,0,0,0,0,0,0,104,82,2318,0,1994,0,0,0,0,0,0,0,0,0,0,174,5968,0,4,418,65,0,279,4097,0,1421
SAMPLE_242,0,0,0,0,528,0,567,0,0,81,212,0,0,43,0,256,0,0,0,0,0,1762,714,0,1204,0,257,938,791,0,0,757,0,0,0,412,0,0,260,0,2389,0,0,0,0,1938,275,11,0,142,4702,494,0,23,0,233,372,1047,1898,0,0,0,0,15,0,0,479,16,0,8,208,798,1912,0,0,4890,0,0,0,129,1394,0,0,0,1249,0,0,853,492,29,2120,4613,6649,0,0,0,4786,0,351,0,0,0,241,1772,22,0,0,0,0,0,0,685,583,535,2543,0,3335,0,33,635
SAMPLE_243,0,0,0,0,0,897,0,946,323,378,18,0,0,1667,149,508,2111,44,0,0,1,2144,82,0,0,0,716,277,10,1071,277,312,0,0,0,14,649,0,0,0,0,0,0,257,0,0,3737,0,0,0,3084,4573,1155,494,0,0,0,2496,0,3045,0,0,34,309,0,332,689,0,0,0,0,781,1337,35,0,1903,0,122,315,1044,0,0,0,0,0,2453,956,2286,0,0,1603,0,3801,998,0,785,0,0,616,0,909,60,0,0,15,0,0,0,0,0,6749,0,1073,236,0,3266,715,0,0,0
SAMPLE_244,0,0,0,0,709,1273,422,125,0,1432,647,66,0,52,118,0,30,0,0,33,0,58,0,0,2741,0,675,203,0,0,0,0,0,0,0,0,0,154,44,0,0,1527,0,129,0,0,483,0,3557,0,2612,7634,0,33,2157,319,0,0,29,1849,0,0,251,0,271,513,638,195,0,0,320,9,40,35,139,0,0,0,0,386,0,992,153,0,295,173,0,2134,2005,0,0,0,0,512,2434,0,0,0,346,0,131,186,2587,214,79,0,0,0,0,150,12416,0,1467,63,1171,0,0,2571,0,138
SAMPLE_245,2,0,0,0,345,174,0,357,87,0,686,0,1958,265,0,1590,0,0,0,0,0,231,306,0,0,0,87,318,0,207,2722,0,403,0,0,984,1229,3,424,0,0,0,0,104,0,0,398,5,0,0,2058,986,2803,301,0,0,0,621,1963,0,0,0,1205,0,0,0,27,0,0,0,0,0,663,0,0,347,0,0,94,519,61,0,1111,2140,1162,3419,31,299,635,0,35,0,4584,122,217,692,0,0,646,0,0,0,0,0,24,207,0,225,0,333,209,695,0,945,0,710,401,1471,0,1635
SAMPLE_246,0,0,0,0,119,2857,131,0,0,1908,0,232,3660,906,0,584,0,0,0,369,496,3004,474,0,634,0,806,21,774,1312,0,182,0,0,77,838,0,0,2658,0,0,0,0,0,1133,847,220,83,125,0,4025,904,404,387,0,0,0,0,1897,778,0,0,0,6,640,1045,29,0,0,0,1372,0,1994,10,0,0,0,3,851,1872,28,0,145,244,258,4566,1253,2531,652,0,2737,0,5499,0,0,0,0,0,165,0,0,0,119,0,0,0,0,0,0,0,1728,766,94,323,0,301,382,0,1559,13
SAMPLE_247,69,0,0,0,41,0,0,1615,0,0,41,0,3007,912,0,507,50,0,0,141,655,2485,317,0,0,0,0,41,0,626,0,2371,0,0,0,0,0,0,2340,0,0,0,0,133,371,0,646,10,103,0,2302,2487,0,12,540,0,678,70,55,0,0,284,0,488,440,609,21,145,0,1200,127,663,1578,25,0,0,0,42,166,0,429,522,0,699,0,0,585,3976,0,3040,0,0,0,0,155,0,0,0,0,0,225,0,37,0,0,0,31,51,0,0,4921,0,0,0,0,0,0,54,0,124
SAMPLE_248,1587,0,0,0,221,1105,0,0,91,1672,0,0,0,940,313,608,1047,74,0,115,0,2727,552,0,36,0,0,0,0,371,0,5066,0,0,0,175,0,0,1095,0,145,0,0,980,0,0,93,7,2046,14,1229,3098,0,0,0,0,2405,0,0,2150,0,450,927,794,971,0,0,11,0,1551,419,971,3595,0,0,0,0,95,582,298,1594,0,381,792,3,0,677,2585,0,0,44,95,1265,0,0,1535,69,1515,301,0,0,0,5,0,0,0,778,612,0,0,0,0,0,0,0,67,70,0,0,0
SAMPLE_249,0,0,0,0,746,1224,0,0,0,0,124,0,0,465,0,516,0,0,0,0,0,770,0,14,0,0,1900,131,0,650,0,0,0,0,0,0,0,0,0,0,39,0,527,0,924,0,0,0,0,0,3546,4206,864,534,0,0,0,0,1821,0,0,111,0,0,0,126,0,0,0,3216,200,1741,1640,10,0,1618,0,932,712,0,280,0,438,2377,12,0,164,488,2095,0,2370,96,8415,0,0,2,0,0,0,0,0,0,0,0,175,0,0,0,0,0,5022,4622,0,236,110,0,1055,0,0,36
SAMPLE_250,0,0,0,0,879,159,196,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,392,1517,16,641,0,1658,0,0,0,24,0,0,0,0,4761,0,0,861,0,2,3094,0,0,15,0,5471,0,370,0,0,1164,0,257,0,0,938,0,13,0,0,193,381,180,2137,296,1472,63,50,0,1003,0,0,343,46,518,0,0,0,0,548,0,1317,531,0,8,18,1,3765,0,138,0,0,0,0,0,0,0,0,104,0,0,44,0,1,6264,0,1374,113,0,0,5,0,118,2
SAMPLE_251,3338,0,0,0,140,0,0,207,1330,0,36,0,0,0,0,622,2701,295,0,41,0,987,11,0,0,0,57,472,0,3,703,382,0,0,0,17,0,0,0,0,1317,0,0,739,0,0,1046,0,728,0,3973,3048,5182,3,0,165,0,0,0,0,0,0,0,0,217,96,61,14,0,0,0,229,727,0,0,0,0,1760,49,193,0,0,46,3086,1062,166,243,77,1667,0,2027,0,6167,2715,0,0,110,0,0,0,32,1081,0,0,15,151,15,316,0,0,455,306,2206,22,0,0,5,0,0,0
SAMPLE_252,0,0,0,0,56,308,15,491,0,0,0,0,0,35,0,3046,0,0,0,75,0,2685,0,0,0,0,1907,180,0,885,2453,1222,129,571,2435,0,0,0,3890,461,896,0,0,297,0,25,2582,338,0,0,360,0,2857,174,0,337,822,1604,132,0,0,102,36,2,659,740,400,0,0,4225,0,264,1912,48,383,1399,0,0,0,0,438,0,0,3173,0,0,607,3449,5645,0,0,0,0,0,0,0,0,0,0,0,913,0,0,466,0,135,0,314,30,1576,0,0,1331,0,0,807,0,1298,0,295
SAMPLE_253,0,0,0,0,622,985,750,0,0,0,73,0,385,244,0,510,0,0,0,398,0,2135,1976,0,0,0,1084,0,0,212,0,1048,0,0,0,2427,0,0,1776,0,4392,851,0,1331,1545,1465,0,0,0,0,4972,6991,0,389,0,0,1091,1024,0,263,2041,0,0,2083,3594,1544,0,874,0,0,476,0,2985,582,0,145,0,0,1237,165,0,0,45,660,0,0,811,3678,3226,0,98,0,5319,2351,134,0,0,69,0,17,0,0,0,19,282,94,0,49,0,0,9498,0,0,0,125,0,2675,104,0,0
SAMPLE_254,3219,0,0,0,1500,376,0,1667,0,0,16,761,0,0,0,42,0,70,0,14,0,0,0,0,0,0,82,2420,0,313,1344,0,4,0,56,920,299,0,2294,0,0,0,0,0,0,974,3255,0,0,0,1036,2494,3829,98,0,0,0,0,226,0,0,0,0,0,85,702,140,0,0,70,0,100,382,0,0,487,0,1314,0,0,150,0,374,0,1475,3953,0,232,0,0,0,0,2858,0,0,0,1178,0,0,0,692,0,0,0,0,5,0,0,0,0,1874,0,0,0,0,0,306,0,0,1516
SAMPLE_255,148,0,0,0,1365,0,0,3370,0,3033,0,0,0,321,11,874,0,0,22,0,0,364,879,0,50,0,3275,762,0,631,2576,0,0,0,0,0,3021,51,379,0,0,0,0,0,0,0,3598,0,2018,0,717,220,1462,463,0,0,179,0,273,2284,0,27,1651,0,0,448,22,12,1319,0,7,0,0,32,0,489,0,109,1747,697,0,0,170,0,9,961,74,1960,113,0,0,0,0,5491,0,0,0,100,0,0,0,0,1611,0,0,0,1894,1336,0,0,0,0,0,882,132,0,0,0,0,1424
SAMPLE_256,0,0,0,0,498,487,0,4062,0,392,1180,3327,174,796,0,1613,649,0,0,0,1493,0,757,0,0,0,260,228,0,31,0,40,0,0,0,0,0,113,2473,458,2548,0,299,1114,1157,0,4667,0,0,0,1163,677,0,294,0,0,666,0,291,894,0,903,3,1165,0,261,193,424,0,5053,0,960,0,126,0,1437,0,0,535,275,0,0,46,1582,0,0,1090,397,2270,0,72,0,1241,0,0,59,2304,0,1918,0,13,0,0,0,0,77,0,0,0,0,342,2342,744,363,0,598,0,0,0,1361
SAMPLE_257,0,0,0,0,0,614,0,7,3,0,0,0,0,335,0,408,735,772,0,73,0,3659,0,0,0,0,928,308,0,69,891,0,0,0,0,307,2259,0,1309,0,0,0,0,0,0,0,34,0,3667,0,3173,654,2629,292,0,0,0,0,0,2693,0,0,20,0,710,550,103,0,0,21,0,0,2774,0,0,1853,0,0,243,1159,507,0,3340,0,375,1824,1197,2230,0,0,60,0,5660,0,0,0,1808,0,462,0,0,0,1037,0,0,0,1311,0,0,0,118,35,31,680,0,135,106,0,0,2419
SAMPLE_258,1536,0,601,0,1945,384,13,0,0,0,0,0,0,0,0,175,292,0,0,22,0,25,12,0,1430,0,797,345,0,0,0,0,0,0,1301,122,0,0,968,0,236,1892,409,919,0,0,931,0,696,839,4421,4510,1720,116,0,0,191,2230,3026,0,0,324,0,9,243,0,290,177,0,0,0,118,883,198,0,1212,0,0,0,0,610,0,0,0,157,0,946,2665,0,61,2073,700,4255,2176,0,0,556,0,0,0,0,0,487,0,0,43,0,587,0,1254,3955,2546,0,0,0,0,1170,0,0,64
SAMPLE_259,0,0,0,0,689,601,0,209,0,0,64,0,0,964,0,228,2181,0,0,0,29,1457,0,0,109,0,582,816,0,0,0,0,0,0,0,906,0,0,1467,0,0,1751,196,666,0,473,518,0,2308,0,2559,5760,280,162,0,0,596,2742,8,0,0,468,0,34,0,0,208,0,0,4,0,1595,1726,61,0,537,0,0,0,0,258,0,0,0,8,0,715,1838,1,1074,0,0,748,0,135,0,903,0,0,28,66,0,1379,63,0,0,31,0,0,0,6613,318,622,52,0,544,0,0,0,0
SAMPLE_260,36,0,0,0,1343,638,0,2525,730,910,0,388,287,1276,0,147,0,0,0,25,0,0,0,0,0,0,251,2880,0,0,0,0,0,0,0,559,0,0,0,0,12,0,0,0,0,0,1351,0,0,0,3832,2459,0,241,1552,0,0,242,0,0,1,4,0,715,70,832,0,0,0,2109,271,125,272,317,0,2149,0,808,0,21,0,805,349,0,235,144,157,833,1975,0,0,0,0,703,0,631,0,0,0,0,0,0,0,0,15,17,0,0,0,0,0,0,622,0,138,0,216,0,0,270
SAMPLE_261,0,0,0,0,0,1573,507,0,0,1584,1812,1211,0,0,0,0,35,678,0,36,0,35,0,0,0,0,0,0,0,54,1262,0,0,0,291,77,371,21,0,0,0,0,281,842,0,0,0,0,54,0,1744,547,0,1081,0,16,958,0,378,856,0,0,0,2092,294,0,362,340,0,0,0,37,49,356,0,0,0,3,0,519,1590,0,60,3801,15,2105,50,665,772,0,2234,0,8925,0,1772,0,0,0,973,0,0,83,34,992,491,0,0,0,0,17,0,0,0,0,0,0,1816,948,0,2520
SAMPLE_262,2107,0,878,0,318,0,661,37,32,0,0,0,155,0,0,0,0,0,0,0,0,88,934,0,0,0,0,17,51,0,3298,0,42,3992,0,0,2845,0,0,0,0,0,58,0,0,18,186,0,132,0,3395,3213,355,447,0,40,0,0,522,0,0,0,0,0,0,576,119,0,0,2454,95,0,0,11,0,620,0,0,12,0,176,0,0,1418,738,0,7,2394,1096,0,0,0,5175,0,0,0,0,0,2933,0,0,0,0,0,0,59,0,0,0,0,1638,254,0,0,0,1168,30,0,0,1956
SAMPLE_263,0,0,67,0,498,1257,0,3019,0,19,23,290,4616,194,739,774,0,35,0,0,0,0,0,0,0,0,907,1533,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,707,0,33,0,37,119,0,5176,1526,77,1469,0,455,0,0,2263,0,0,554,914,0,0,0,68,0,0,0,2,0,0,802,43,480,0,0,0,0,252,0,0,0,1386,831,2,2051,0,590,405,0,7600,0,0,1515,0,0,4361,0,84,0,0,44,345,20,0,0,0,0,0,2507,942,100,76,0,0,567,0,761
SAMPLE_264,694,0,0,0,153,746,0,2361,0,0,43,33,0,0,0,753,0,0,0,27,0,0,0,0,0,0,663,555,0,22,0,371,168,0,0,1402,0,0,1306,0,140,154,42,941,281,650,0,793,0,0,0,3313,2655,0,0,0,118,676,0,261,0,0,0,788,68,1449,73,0,0,987,0,1529,234,230,0,1225,0,586,16,0,447,0,1098,2254,312,254,116,2272,1557,0,141,0,0,2399,49,143,1526,359,453,0,0,41,2,0,926,309,0,0,0,0,1649,0,884,0,0,885,4205,0,0,0
SAMPLE_265,939,1051,489,595,863,679,0,1037,95,0,0,0,0,2176,5,377,1381,0,0,64,24,3621,0,16,0,0,0,3364,0,341,0,0,612,0,0,158,2,0,0,0,0,0,30,304,0,0,2133,424,338,0,2689,1040,5520,18,0,39,784,0,60,0,0,1006,0,0,645,0,0,486,0,0,0,0,2297,61,0,0,0,2,0,459,1237,3650,283,0,0,4178,1651,1627,0,0,648,0,1919,1063,0,0,0,0,698,0,0,0,43,0,0,6,0,0,0,0,1052,0,1004,0,0,1969,42,95,1313,0
SAMPLE_266,4260,0,0,0,338,360,0,62,0,791,13,0,0,207,121,764,551,0,0,0,370,1475,0,29,77,0,0,0,0,0,0,196,15,0,0,0,0,0,2865,0,0,0,87,732,0,0,285,155,171,0,0,1847,4685,75,0,360,1063,0,0,2621,0,395,0,5,0,520,0,31,0,0,12,243,1098,139,3029,2783,0,0,0,0,39,0,246,622,294,1899,488,1868,60,0,0,0,0,1949,45,1163,0,0,2627,0,0,262,15,0,0,15,0,0,0,0,1753,543,763,0,0,615,1459,1338,0,0
SAMPLE_267,0,0,0,1072,865,697,0,417,0,0,0,0,510,514,19,152,0,0,0,80,0,520,0,0,0,0,604,437,335,613,141,252,0,0,0,1257,0,0,0,0,269,2618,262,767,0,1066,723,0,0,2301,1136,2916,0,145,0,397,0,476,0,0,0,380,49,654,644,1520,0,0,0,0,0,337,1340,250,0,0,0,0,0,13,0,0,0,0,0,0,1858,2031,0,0,15,1,1500,0,0,221,3179,0,1971,125,0,0,0,0,0,0,0,618,0,0,1409,1839,1819,151,0,1217,488,339,0,0
SAMPLE_268,0,0,14,0,745,2588,110,0,726,1123,0,0,0,0,0,112,0,0,0,0,0,1107,0,1557,0,0,0,1413,0,739,3173,1161,0,0,0,268,1606,0,0,0,1914,8,18,1565,0,0,850,29,0,0,4163,4008,1570,1028,0,0,0,0,336,0,0,1360,0,0,0,0,0,340,0,28,1614,1782,821,194,0,70,0,397,147,0,0,0,1419,122,487,3449,223,3330,0,0,1140,131,4487,0,0,0,0,0,0,0,506,0,0,0,232,8,0,0,0,0,3270,0,2236,0,0,0,0,0,0,2185
SAMPLE_269,0,0,0,0,1226,2400,0,530,388,0,0,343,2637,0,0,17,0,0,0,3,16,0,1119,0,125,0,2792,2823,0,0,220,171,0,0,99,129,0,0,0,0,0,753,0,0,0,0,2651,596,0,0,1273,3356,0,942,0,0,3160,0,0,0,820,0,1759,499,57,1524,0,0,0,0,15,0,0,130,0,180,0,0,0,0,0,0,0,0,1639,2154,0,2836,0,0,2501,0,1680,1191,0,168,0,0,3379,0,1288,523,2682,0,0,12,0,0,8,617,4044,0,1025,765,51,2689,158,0,0,0
SAMPLE_270,0,0,0,0,2075,1097,790,0,1394,146,1947,0,257,2315,0,1583,0,0,0,431,1442,2156,617,0,0,0,1383,512,0,0,0,0,0,0,0,1374,0,0,19,0,0,223,0,0,0,0,2554,0,0,0,2890,5632,2471,518,0,257,105,205,283,0,0,0,1176,9,3543,1108,70,13,0,0,1,0,1362,11,0,2611,0,1254,0,0,628,0,0,2670,0,0,0,4516,1086,166,175,0,0,1067,0,0,0,0,1393,0,0,0,0,0,0,0,0,1265,0,1114,8709,131,283,1075,0,4293,520,0,0,2119
SAMPLE_271,0,0,0,0,1279,0,0,0,0,0,136,1301,1912,31,0,1060,0,460,0,338,53,707,470,0,238,0,1961,274,0,0,0,0,48,4257,0,114,0,0,0,0,0,1503,0,0,0,0,0,0,514,0,3134,4081,0,0,0,0,0,0,1791,0,88,40,0,214,412,0,0,6,0,185,415,0,624,0,0,0,0,0,879,0,0,0,0,856,31,5980,688,1998,2453,21,0,0,5447,0,22,0,0,0,5077,0,0,0,362,0,0,55,0,0,0,0,9029,473,2415,0,0,1078,82,40,2163,25
SAMPLE_272,0,3154,0,0,1502,2375,911,69,0,493,0,1716,3435,2,0,0,0,0,0,0,0,708,0,0,0,0,293,285,0,2,0,0,0,0,0,283,1160,0,0,0,0,0,793,0,0,0,360,0,578,0,2021,3437,0,1009,0,4,2221,0,2602,135,0,0,0,880,0,0,0,9,0,0,301,625,3497,105,32,0,0,0,35,1647,0,0,0,751,0,533,0,862,0,21,513,0,2891,0,0,0,0,0,1288,0,0,29,457,1223,20,0,0,546,0,0,1183,1032,0,34,0,0,0,1133,0,374
SAMPLE_273,0,0,0,0,1219,300,0,294,0,89,1917,0,0,325,0,596,0,265,0,0,0,366,1689,0,0,0,0,3026,0,1520,0,0,285,0,0,0,0,0,0,19,306,0,39,2519,0,0,169,40,0,0,2296,660,0,93,0,0,2939,0,76,0,2747,1226,0,1456,0,190,426,857,1211,0,65,124,1370,125,0,3977,0,0,96,253,1712,0,600,180,499,2368,0,759,0,1995,0,0,5382,1435,3571,0,0,0,0,0,0,0,92,1305,0,367,0,1715,0,93,661,0,74,0,170,271,27,1140,0,535
SAMPLE_274,983,0,0,0,99,104,0,1394,0,1000,0,129,1059,89,0,519,1137,0,0,0,0,2221,665,663,0,0,1571,238,0,419,4656,0,0,0,0,1499,2282,0,1296,0,489,0,14,248,0,0,4060,637,1946,0,1340,3500,0,1181,0,0,0,563,361,0,0,299,462,1260,0,487,124,0,0,527,152,617,3847,11,0,2527,0,0,0,204,680,0,0,293,0,1794,867,2626,1812,0,0,0,1613,233,0,1348,0,0,0,0,889,0,1324,0,0,16,0,319,0,0,7087,37,0,787,3128,420,0,0,0,1734
SAMPLE_275,0,0,0,0,210,72,574,0,0,1596,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,482,0,0,0,593,0,0,2406,266,139,0,1738,7,642,458,0,1569,0,0,0,0,290,36,263,656,0,191,0,0,192,0,540,376,0,0,0,0,0,943,134,75,0,0,1657,468,488,3,3123,1198,0,3,249,0,0,0,1080,856,300,15,451,743,2682,0,41,91,253,0,0,2245,3004,0,444,0,358,0,253,374,0,0,0,114,0,0,0,0,4260,0,2458,66,312,1649,0,3509
SAMPLE_276,0,0,0,383,0,2371,0,2362,670,0,0,0,0,781,105,1592,0,0,0,0,0,891,733,0,0,0,98,0,0,0,0,0,244,0,547,0,0,0,0,41,0,559,15,0,0,207,1006,155,115,0,230,0,3565,0,1452,0,0,0,173,1964,11,602,0,16,0,0,0,0,0,0,173,0,578,0,0,250,0,0,0,688,52,0,0,3837,14,1141,1185,286,305,422,2300,0,0,3250,0,0,0,0,585,863,0,0,53,0,1397,0,19,0,0,0,6352,30,194,317,0,1534,20,0,0,0
SAMPLE_277,0,0,0,0,73,1058,0,102,0,0,0,0,1634,1786,0,454,1406,226,0,0,670,1818,153,0,0,0,100,245,0,460,90,912,811,0,0,0,0,0,5009,0,0,0,0,46,0,0,0,80,3340,2878,1392,3581,0,91,0,43,0,59,303,2995,0,617,0,0,0,0,0,426,0,0,0,1913,4027,1,65,0,0,0,397,1355,0,0,0,0,0,26,395,309,52,0,136,87,4744,5610,0,0,0,26,2845,0,0,0,1211,0,0,6,0,0,0,0,338,0,1203,86,0,0,0,23,0,0
SAMPLE_278,0,0,0,0,276,3312,8,0,0,0,0,0,2558,40,0,214,0,0,0,157,0,52,67,0,0,0,0,1049,0,492,371,1118,543,0,290,335,0,0,2282,0,2478,0,0,0,0,0,0,735,0,0,3080,1251,0,689,0,0,620,3213,0,0,0,1725,0,0,241,756,28,869,0,124,0,0,838,223,311,0,0,0,245,0,71,0,0,478,0,27,341,2423,1965,0,2799,0,4623,0,0,0,0,0,389,0,0,0,0,44,5,59,0,0,0,0,2295,0,1720,0,3932,1186,1709,145,0,0
SAMPLE_279,0,0,0,0,3,0,0,1476,0,0,19,0,0,0,8,510,0,287,0,77,0,1913,0,0,0,0,534,0,0,40,0,186,23,0,0,1,0,0,0,0,0,0,0,2316,0,428,59,123,130,0,3989,2177,974,127,0,0,0,940,299,1668,0,1059,0,0,529,0,363,0,0,193,0,346,1136,1,0,0,0,0,0,365,11,0,0,0,735,210,367,1584,196,0,359,0,8960,650,0,106,0,47,172,0,0,197,96,1129,0,0,0,154,383,0,2314,0,0,58,0,359,23,856,0,1333
SAMPLE_280,0,0,15,0,1537,0,0,243,0,0,0,1293,0,0,0,103,0,0,0,167,0,0,394,7,48,0,468,1894,0,1218,3202,434,0,0,0,68,2018,0,1188,0,724,1919,1141,0,0,0,828,322,92,0,3848,6402,0,0,0,0,0,0,263,0,761,318,30,860,1359,2210,393,0,0,0,269,0,588,0,0,3471,0,0,110,442,0,0,0,137,39,2838,0,1418,2009,0,0,0,5579,189,0,0,0,0,560,0,0,0,68,188,0,0,27,27,0,784,4998,2463,0,0,0,169,23,0,0,1284
SAMPLE_281,0,0,0,218,879,559,0,1651,0,0,507,45,0,1384,0,1278,0,0,0,561,0,2932,149,0,1067,0,779,937,0,235,0,0,539,0,0,686,145,0,0,0,0,2,125,0,0,0,378,0,0,8,3105,0,1331,0,0,0,0,132,0,0,0,0,647,27,601,0,0,400,0,608,76,0,2127,270,0,236,0,0,174,0,78,0,722,1200,820,1,1432,2499,0,0,149,26,5307,0,1212,448,0,0,0,0,0,0,210,0,342,50,0,385,0,0,1580,1101,1972,148,0,310,292,0,0,2100
SAMPLE_282,2498,0,0,0,1037,267,0,183,0,0,1113,157,0,8,0,0,0,0,0,30,20,1460,0,0,0,0,3381,2691,0,18,0,1434,59,0,922,0,0,0,0,0,0,0,111,775,0,0,114,0,0,0,4950,2373,1268,62,0,157,0,0,510,0,0,0,0,86,259,515,213,0,0,0,262,2602,972,74,0,1013,0,45,0,155,1742,0,698,2150,308,635,1254,2806,634,0,0,0,5919,0,1753,84,0,0,135,0,0,0,0,0,0,134,0,0,0,0,1757,3,3047,0,0,60,0,0,0,0
SAMPLE_283,0,0,0,0,1416,0,4,2452,0,1327,0,2056,0,572,152,523,0,0,0,0,0,727,313,0,2166,0,975,2103,0,0,566,2912,0,0,0,205,1498,0,1277,0,37,357,0,0,0,0,327,661,2575,0,3193,3291,2444,0,0,7,0,0,158,0,0,1026,2558,616,0,530,55,0,0,0,4,0,2406,0,0,156,0,0,0,0,118,0,0,0,223,264,185,3154,0,0,2264,0,4442,0,0,29,2293,0,337,0,107,0,2110,0,991,0,0,0,0,0,7600,0,1983,1082,38,0,313,0,0,969
SAMPLE_284,4033,0,998,0,0,7,0,1298,0,1111,0,3448,0,1436,0,649,0,0,0,70,0,2647,0,0,0,0,2923,98,1868,0,0,0,310,89,0,120,0,0,4372,0,0,0,32,0,0,567,86,0,994,0,0,3209,4939,7,75,0,53,0,0,0,0,1546,0,293,498,0,0,905,589,2088,13,229,1918,5,45,2061,0,0,0,761,589,0,0,0,60,2189,953,4400,678,0,0,0,0,0,0,198,824,0,1197,0,0,0,127,0,29,372,784,0,0,0,2975,253,2070,297,0,0,1983,78,0,0
SAMPLE_285,1523,0,0,0,217,0,7,0,0,0,0,116,0,41,0,649,71,0,0,64,68,1802,0,0,0,0,0,595,0,0,0,0,910,0,0,0,0,0,792,0,1109,0,0,318,0,32,0,0,152,0,1420,0,3922,563,0,36,270,0,54,0,2125,1790,0,498,516,450,0,724,0,0,19,1378,1178,356,0,4098,0,0,0,0,1140,0,0,2803,22,870,0,2628,2564,0,0,0,1894,2128,0,761,0,0,0,0,1299,0,54,0,0,105,1451,16,0,0,0,0,0,0,0,0,0,40,0,0
SAMPLE_286,467,0,0,0,965,1126,549,0,0,0,0,1015,298,335,0,961,0,0,0,0,0,1883,119,0,1791,0,742,2546,20,12,158,132,0,0,0,102,645,0,27,0,0,1265,0,1134,325,0,69,145,420,0,768,1822,1869,0,0,3,737,0,61,0,0,0,1703,0,0,388,96,0,0,615,420,209,1096,29,0,2248,0,0,401,24,758,0,63,2086,0,112,0,2273,321,855,0,0,709,3688,0,17,0,0,3305,0,0,0,347,0,0,441,0,894,0,0,0,0,1254,130,0,1673,55,0,2594,354
SAMPLE_287,0,0,0,0,632,1492,0,0,0,29,0,0,0,43,0,144,1981,0,0,0,0,62,571,0,1636,0,92,96,920,377,1000,192,0,0,0,465,617,0,0,0,42,0,44,0,0,1620,0,50,4205,0,3572,3099,0,201,0,0,9,0,275,0,1853,0,0,836,0,66,102,0,0,31,905,331,1504,1,0,2110,0,0,552,77,614,0,0,0,486,0,0,313,0,19,0,0,4657,0,2,29,3907,0,0,3,0,0,1651,0,0,0,0,0,0,3,2830,389,125,271,120,2173,3017,0,110,0
SAMPLE_288,0,0,0,1159,1189,283,0,157,1317,2932,0,0,2373,103,74,280,0,0,0,0,0,1984,0,71,0,0,0,2086,30,453,0,90,11,0,0,489,181,0,0,0,103,0,53,0,1084,0,869,0,434,0,361,140,0,151,0,7,12,0,329,0,0,274,1,516,0,0,0,0,0,1914,0,179,1249,6,0,85,0,0,531,0,23,0,0,812,8,0,450,74,1825,0,1340,0,0,645,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,154,2069,0,0,45,245,737,0,375
SAMPLE_289,0,0,0,0,840,679,0,0,1565,0,29,0,0,648,674,844,0,2,0,0,0,621,0,0,0,0,0,3409,0,1023,6009,1109,858,0,0,295,4970,0,0,0,463,0,0,963,0,0,5274,276,3927,0,1768,4788,542,1023,1447,0,0,153,321,0,0,2157,0,441,0,212,403,914,0,0,455,1754,1351,387,0,1833,0,10,0,0,519,0,37,0,0,0,132,321,0,0,2444,0,2872,3427,98,31,769,0,0,0,0,0,258,201,0,0,0,1364,0,0,3803,1062,776,0,0,112,0,0,0,2206
