,TAXA_1,TAXA_2,TAXA_3,TAXA_4,TAXA_5,TAXA_6,TAXA_7,TAXA_8,TAXA_9,TAXA_10,TAXA_11,TAXA_12,TAXA_13,TAXA_14,TAXA_15,TAXA_16,TAXA_17,TAXA_18,TAXA_19,TAXA_20,TAXA_21,TAXA_22,TAXA_23,TAXA_24,TAXA_25,TAXA_26,TAXA_27,TAXA_28,TAXA_29,TAXA_30,TAXA_31,TAXA_32,TAXA_33,TAXA_34,TAXA_35,TAXA_36,TAXA_37,TAXA_38,TAXA_39,TAXA_40,TAXA_41,TAXA_42,TAXA_43,TAXA_44,TAXA_45,TAXA_46,TAXA_47,TAXA_48,TAXA_49,TAXA_50,TAXA_51,TAXA_52,TAXA_53,TAXA_54,TAXA_55,TAXA_56,TAXA_57,TAXA_58,TAXA_59,TAXA_60,TAXA_61,TAXA_62,TAXA_63,TAXA_64,TAXA_65,TAXA_66,TAXA_67,TAXA_68,TAXA_69,TAXA_70,TAXA_71,TAXA_72,TAXA_73,TAXA_74,TAXA_75,TAXA_76,TAXA_77,TAXA_78,TAXA_79,TAXA_80,TAXA_81,TAXA_82,TAXA_83,TAXA_84,TAXA_85,TAXA_86,TAXA_87,TAXA_88,TAXA_89,TAXA_90,TAXA_91,TAXA_92,TAXA_93,TAXA_94,TAXA_95,TAXA_96,TAXA_97,TAXA_98,TAXA_99,TAXA_100,TAXA_101,TAXA_102,TAXA_103,TAXA_104,TAXA_105,TAXA_106,TAXA_107,TAXA_108,TAXA_109,TAXA_110,TAXA_111,TAXA_112,TAXA_113,TAXA_114,TAXA_115,TAXA_116,TAXA_117,TAXA_118,TAXA_119,TAXA_120,TAXA_121,TAXA_122,TAXA_123,TAXA_124
SAMPLE_237,2393,110,200,121,0,719,1127,0,23,0,150,2,6,86,0,0,1622,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3325,0,0,1200,1763,817,202,883,0,53,669,3146,0,0,0,2,0,0,2835,4529,0,0,0,176,0,8,33,19,23,0,0,13,4,0,759,986,6354,3874,0,0,0,322,1278,2525,57,1004,195,0,474,2112,1993,2787,0,803,0,1431,6255,0,368,0,346,0,535,2428,21,0,0,2,0,10,11,11,0,0,129,0,0,470,0,1322,277
SAMPLE_238,2154,119,0,0,0,0,915,0,22,0,109,4,4,64,0,0,1466,0,133,82,315,157,228,222,63,98,0,0,4438,1714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1132,3400,947,0,0,5,0,0,2446,3716,273,1169,0,153,2,8,34,7,9,0,0,18,5,1,674,882,5732,3250,0,0,257,484,1176,2823,502,3661,0,1741,368,1869,1759,2536,0,690,0,1258,5469,0,286,0,240,389,0,0,0,0,0,0,0,0,10,5,0,310,154,0,0,483,146,1131,214
SAMPLE_239,199,4,4,3,0,0,325,397,0,2602,217,711,0,0,0,0,0,0,55,23,41,41,40,76,0,0,0,1947,0,0,56,0,27,0,92,321,2112,1147,1826,0,0,2263,0,0,37,34,0,8,1,0,0,0,0,265,336,461,0,0,0,800,0,4479,7163,0,0,1695,450,289,681,14,30,54,31,28,63,237,7,0,0,0,0,1206,0,23,0,371,556,0,0,0,0,459,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1908,0,0,101,23
SAMPLE_240,2068,111,133,96,0,602,1006,0,18,0,99,3,3,84,0,0,1410,0,87,88,279,45,0,3,15,56,0,0,4466,1485,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,82,25,0,7,1121,3318,859,0,3,2,1,0,0,1341,59,124,2401,102,374,275,34,16,12,0,0,7,4,2,689,894,5535,3199,0,0,0,0,823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2571,2,0,0,3,0,11,12,6,16,124,121,0,0,460,145,1104,219
SAMPLE_241,2313,128,155,112,0,685,1062,0,0,0,125,1,2,82,0,0,1388,164,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,212,1338,0,204,680,12,407,0,379,0,3011,9,0,872,0,379,0,275,0,30,1231,3813,1080,0,26,0,6,0,2588,4086,69,147,2727,104,442,311,38,8,12,0,0,20,9,2,0,97,0,2605,0,0,189,393,1215,2418,0,874,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,23,2864,1,0,0,0,0,9,11,9,21,116,132,0,0,538,189,1241,238
SAMPLE_242,0,0,0,0,0,0,320,363,0,2225,165,242,0,1809,0,0,0,0,54,13,43,42,33,59,0,0,0,1744,0,0,75,0,16,0,59,289,1767,1000,1590,0,0,2056,0,0,0,37,46,63,23,0,16,1,0,206,343,379,1,0,0,703,0,3922,6363,0,0,1372,367,224,673,14,22,51,26,19,44,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,1675,0,376,0,583,0,386,37,36,0,907,0,0,866,238,2500,0,0,0,0,0,0,0,0,0
SAMPLE_243,1941,119,132,84,0,525,910,0,23,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2480,4,0,998,1306,624,167,708,0,51,1051,3063,788,0,20,1,5,0,0,1285,0,0,2373,74,386,242,34,7,18,0,0,12,5,1,641,798,4967,3048,0,0,223,427,1125,2545,434,3277,0,1624,362,1704,1504,2262,0,626,0,1115,4892,0,280,0,289,0,445,2004,27,0,0,5,0,7,8,5,0,0,117,0,0,453,147,1020,204
SAMPLE_244,2288,138,141,122,0,682,1076,0,0,0,0,0,0,0,0,0,0,0,160,107,364,176,237,209,63,96,0,0,4871,1780,0,0,257,237,1220,0,212,618,24,373,0,344,0,2820,1,0,1125,1520,752,210,787,0,57,1218,3661,1038,0,2,4,0,0,2506,4052,54,121,2642,132,425,277,42,11,23,0,0,12,9,2,684,940,5979,3485,0,0,194,418,1239,2311,120,1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,99,134,0,0,538,180,1151,268
SAMPLE_245,1695,87,111,78,0,457,730,0,16,0,87,2,2,65,0,0,857,372,0,0,0,0,0,4,8,46,0,0,3445,1368,0,0,1381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1096,54,94,1921,92,337,193,21,4,18,0,0,11,9,1,520,689,4492,2636,0,0,150,388,961,2184,413,2811,0,1361,277,1476,1398,2053,0,602,0,981,4263,0,243,0,246,0,349,1764,17,0,0,4,0,6,7,2,18,84,93,0,0,352,112,927,174
SAMPLE_246,2298,133,153,103,0,639,1059,0,17,0,133,3,3,77,0,0,0,1757,145,49,338,171,271,184,39,0,0,0,4188,0,0,0,10,217,1360,0,0,0,0,0,2125,0,0,3103,0,0,1168,1588,744,205,775,0,53,1177,3778,954,0,0,7,0,0,2330,4014,34,20,2721,126,434,280,39,0,0,0,0,0,0,0,0,0,0,0,1616,0,0,0,1211,2597,454,3640,0,1776,373,1980,1886,2652,0,771,0,1344,5571,0,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,525,180,1192,240
SAMPLE_247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,97,409,174,292,231,41,0,0,0,4937,1852,0,0,552,241,1038,0,206,638,15,445,0,397,0,2943,0,0,1214,1622,811,201,848,0,57,1234,3810,1021,0,0,3,0,0,2603,4212,34,29,2729,113,435,264,0,0,0,0,0,12,11,2,1208,0,5250,3539,0,0,252,568,1313,3041,494,3896,0,1934,398,2042,1878,2700,0,737,0,1323,5797,0,345,0,350,0,524,2411,44,0,0,1,0,6,5,6,0,2,0,0,0,0,0,0,0
SAMPLE_248,493,33,0,0,0,0,370,416,0,2679,246,283,0,2188,0,0,41,0,0,8,34,0,6,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,18,53,62,0,0,0,0,0,268,363,432,0,0,0,833,0,4851,7526,135,632,1487,382,242,755,17,30,56,22,23,67,261,0,0,0,0,0,0,0,0,223,206,441,0,0,0,0,554,448,269,388,146,1321,0,673,2294,0,433,0,691,0,545,44,91,218,0,494,0,1070,335,2978,350,1060,0,81,2299,1593,0,767,44
SAMPLE_249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,988,654,89,48,339,0,0,0,0,0,0,0,4842,1809,0,0,946,210,715,0,138,430,11,255,606,0,0,3115,2,0,1111,1531,766,185,835,0,62,1206,3674,1032,0,0,6,0,0,2400,4084,37,13,2829,124,425,307,47,8,19,0,0,21,6,2,700,966,5861,3539,0,0,250,526,1322,2962,470,3873,0,1889,392,1910,1829,2691,0,744,0,1342,5898,0,343,0,505,3,1246,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0
SAMPLE_250,2009,109,118,105,0,547,933,0,15,0,94,0,5,71,0,0,0,1498,117,34,321,140,220,215,82,79,0,0,4188,1594,0,0,665,185,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,17,2376,111,382,250,31,8,10,0,0,11,9,0,0,110,0,107,1737,507,0,297,1134,2513,465,3252,0,1617,0,0,2075,2206,0,629,0,1078,5096,0,277,0,293,0,360,2076,0,0,0,0,2,4,7,9,0,0,110,0,0,442,146,1049,188
SAMPLE_251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,42,15,37,0,8,46,0,0,0,1912,0,0,69,0,66,0,56,332,2098,1113,1799,0,0,2245,0,0,0,41,55,84,27,0,19,2,1,231,331,391,0,0,0,770,0,4451,7159,155,574,1379,371,242,675,18,26,47,26,38,68,239,10,37,172,1212,1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,1833,0,439,0,655,0,459,38,51,0,1023,0,0,975,300,2760,368,1020,0,88,2080,1237,0,0,0
SAMPLE_252,156,7,0,25,0,219,317,0,0,0,0,0,0,1800,0,0,0,0,46,17,31,20,0,0,0,0,0,1657,0,0,0,0,204,0,76,0,0,2461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665,1894,0,0,0,456,722,325,0,452,10,25,29,30,17,62,206,7,30,139,1054,1675,0,0,808,597,117,557,0,213,357,0,450,362,215,317,136,1124,0,544,1793,0,347,0,567,0,391,37,53,0,888,0,0,815,273,2429,297,884,0,83,1777,986,0,0,17
SAMPLE_253,2291,140,138,112,0,626,1034,0,29,0,120,1,3,72,0,0,1469,0,20,8,0,0,0,0,13,70,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,25,0,15,0,0,0,0,0,4,0,0,2465,3940,181,605,1103,129,0,0,0,0,0,0,0,22,5,0,708,887,5746,3411,0,0,196,443,1248,2296,55,952,132,0,417,1977,1877,2660,0,716,0,1285,5734,0,313,0,308,0,516,2244,37,0,0,0,23,0,0,0,62,267,133,0,0,519,189,1184,245
SAMPLE_254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,23,34,43,41,55,0,0,0,0,0,0,0,0,0,0,62,294,1966,1088,1732,0,0,2191,0,0,0,43,39,52,0,0,0,0,0,242,321,436,1,0,0,751,0,4233,6956,140,571,1329,323,211,687,11,32,58,22,25,60,258,5,0,135,969,1734,0,0,828,670,201,992,249,2201,0,547,0,74,48,234,248,1135,0,544,1867,0,396,0,622,0,441,0,59,0,874,0,0,886,258,2679,306,968,0,102,2019,0,0,0,0
SAMPLE_255,2291,126,0,0,31,0,0,0,0,0,90,0,4,0,31,0,411,1413,0,0,0,53,200,175,50,78,0,0,4861,1826,0,0,179,227,1221,0,212,683,11,413,0,349,0,2914,2,0,1127,1510,704,201,823,0,46,643,2883,0,0,30,0,6,0,2405,4062,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,2286,0,1719,361,1939,1916,2582,0,732,0,1293,5818,0,323,0,312,0,452,2304,38,0,0,4,0,8,7,7,7,58,140,0,0,547,192,1187,218
SAMPLE_256,0,0,0,0,0,0,358,367,0,2232,194,253,0,1879,0,0,0,0,49,22,46,30,29,62,0,0,0,1802,0,0,66,0,0,0,60,315,1923,1081,1696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729,0,4191,6491,137,525,1250,321,206,605,17,29,40,26,22,63,217,6,25,146,1076,1749,0,0,789,615,97,490,0,0,420,0,495,390,245,357,131,1124,0,557,1922,0,370,0,623,0,404,40,45,0,846,0,0,884,273,2570,302,901,0,0,0,0,0,0,0
SAMPLE_257,2221,107,152,101,0,590,999,0,18,0,103,0,6,69,0,0,1390,0,142,88,324,164,229,176,61,88,0,0,4271,1698,0,0,860,213,648,0,43,147,3,90,1406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2538,104,415,260,34,4,17,0,0,21,6,0,669,0,2952,0,1184,0,0,347,1262,2761,410,3434,0,1633,0,805,0,0,0,0,0,1078,5261,0,326,0,300,0,461,2120,31,0,0,2,0,10,9,9,0,0,119,0,0,463,176,1151,204
SAMPLE_258,353,17,0,0,0,0,282,274,0,1890,186,226,0,1535,0,0,0,0,42,19,22,38,24,57,0,0,0,1557,0,0,0,0,169,0,56,274,1464,898,1360,0,0,1708,0,0,25,28,0,8,0,0,0,0,0,206,247,318,0,0,0,593,0,3445,5466,0,0,1199,334,218,494,12,26,46,24,22,37,198,6,0,109,749,1402,0,0,650,529,91,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1591,1048,0,510,20
SAMPLE_259,1268,0,0,0,0,548,842,0,17,0,119,2,3,62,0,0,1219,0,98,89,275,126,184,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1068,2972,816,0,3,2,0,0,2076,3282,42,112,2095,96,326,226,19,4,19,0,0,14,0,0,0,75,0,2064,0,0,204,371,1018,2424,416,3222,0,1593,260,1617,1502,2139,0,541,0,1066,4721,0,263,0,242,0,339,1971,0,0,0,0,12,0,0,0,23,96,123,0,0,317,136,659,0
SAMPLE_260,504,22,0,0,0,0,407,436,0,2765,258,271,0,2246,0,0,0,0,54,28,48,66,43,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,13,61,0,0,887,0,5026,8067,0,0,1725,484,296,823,13,32,59,21,28,77,283,8,0,0,0,0,2244,689,0,219,234,500,0,0,502,0,621,443,286,414,171,1409,0,681,2268,0,455,0,703,0,484,46,62,0,1129,0,0,1080,339,3165,120,0,0,71,2351,1594,0,715,58
SAMPLE_261,0,0,0,0,0,0,319,293,0,2024,149,201,0,1608,0,0,0,0,49,16,31,31,32,48,0,0,0,1585,0,0,0,0,160,0,63,274,1701,921,1489,0,0,1787,0,0,1,24,27,71,31,0,9,2,0,204,275,332,0,0,0,631,0,3703,5904,0,0,1261,332,211,576,12,20,30,0,0,0,0,0,0,0,0,0,1614,519,0,183,171,335,0,0,414,0,466,323,205,318,113,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2137,191,0,0,0,0,0,0,0,0
SAMPLE_262,465,27,0,0,0,0,410,351,0,2510,0,0,0,0,0,0,0,0,44,23,44,32,36,76,0,0,0,2071,0,0,26,0,167,0,87,0,1722,946,2008,0,0,2409,0,0,0,50,52,66,35,0,31,2,1,279,383,472,0,0,0,0,0,5080,7912,72,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1313,0,408,731,145,587,0,0,493,0,594,443,262,419,144,1309,0,680,2282,0,454,0,726,0,404,73,0,0,0,0,0,0,0,0,0,0,0,88,2320,1550,0,725,56
SAMPLE_263,1941,107,142,87,0,555,930,0,20,0,91,3,5,68,0,0,1326,0,19,14,0,7,0,0,0,499,118,94,0,0,0,0,581,188,765,0,0,0,0,48,1559,0,0,2617,15,0,753,750,0,0,0,0,5,1080,3097,863,0,0,2,0,0,2172,3515,85,236,1330,0,194,155,0,0,0,0,0,10,2,3,593,832,5051,3031,0,0,226,438,1049,2409,421,3217,0,1627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,98,0,0,428,140,1075,202
SAMPLE_264,430,23,0,0,0,0,359,361,0,2485,209,239,0,2092,0,0,0,0,37,24,34,46,30,55,0,0,0,0,0,0,40,0,66,0,67,336,1947,1085,1836,0,0,2161,0,0,7,44,29,57,17,0,13,1,0,249,321,405,1,0,0,773,0,4342,6925,151,705,0,0,0,0,0,0,0,28,24,64,266,11,41,169,1199,1850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,31,28,0,964,0,0,628,0,2447,386,919,0,71,1940,1367,0,622,35
SAMPLE_265,0,9,130,101,0,621,961,0,23,0,103,1,1,57,0,0,1320,36,0,23,0,79,201,181,43,81,0,0,4354,1771,0,0,1806,193,0,0,186,623,21,364,0,339,0,2740,0,0,1082,1484,709,188,765,0,56,1096,3358,913,0,1,4,0,0,2412,3723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1670,18,1353,390,1856,1697,2452,0,697,81,103,0,1618,0,0,0,0,0,2627,0,0,0,0,13,0,0,0,0,0,0,0,0,30,78,0,6
SAMPLE_266,0,0,0,0,0,0,403,383,0,2632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,89,362,2359,1303,2065,0,0,2545,0,0,0,38,48,89,30,0,19,0,1,44,271,0,50,0,0,876,2491,0,0,254,883,0,0,18,610,22,32,42,27,32,63,291,10,0,170,1134,2141,0,0,985,797,118,663,0,0,517,0,607,484,298,443,165,1422,0,714,2312,0,427,0,773,0,526,44,67,0,1095,0,0,1114,380,3153,363,1163,0,78,2361,1545,0,469,0
SAMPLE_267,1936,98,144,93,0,583,848,0,0,0,0,0,0,0,0,0,0,0,115,104,286,126,190,193,52,77,0,0,4116,1582,0,0,420,188,846,0,119,366,14,224,446,0,521,4606,586,0,0,5,6,70,29,0,13,559,2493,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,330,559,3094,0,1506,536,0,333,1098,2445,394,3277,0,1623,328,1713,1602,2271,0,593,0,1143,5109,0,281,0,248,0,389,2028,30,0,0,0,10,0,0,0,0,0,107,0,0,388,0,1010,222
SAMPLE_268,366,19,0,0,0,0,330,334,0,2311,168,231,0,1789,0,0,0,0,47,23,35,37,37,71,0,0,0,0,0,0,54,0,4,0,0,370,1789,970,1656,0,0,2004,0,0,0,36,37,62,19,0,20,3,1,222,291,361,0,0,0,709,2023,0,0,0,0,0,0,0,0,0,0,24,0,20,64,206,11,0,0,0,0,1699,517,0,159,172,362,0,0,381,0,441,365,226,324,116,1119,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1917,1254,0,555,46
SAMPLE_269,498,25,0,0,0,0,351,424,0,2592,218,286,0,2027,0,0,0,0,56,18,37,28,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,348,453,1,0,0,812,0,4559,7650,0,0,414,52,80,0,15,0,45,28,27,58,273,10,0,99,784,1426,300,0,670,729,111,568,0,0,459,0,541,425,273,372,149,1245,0,694,2113,0,396,0,674,0,488,45,51,0,1037,0,0,916,295,2906,339,618,0,74,2169,1420,0,672,42
SAMPLE_270,2208,145,0,0,0,0,0,0,0,0,125,0,2,74,0,0,1495,0,146,107,371,170,236,216,76,83,0,0,4853,1715,0,0,489,214,953,0,49,150,3,78,1639,0,0,3007,0,0,1026,1482,733,220,838,0,0,0,0,0,0,0,8,0,0,2556,3978,0,989,0,0,0,0,0,0,0,0,0,16,0,1,0,126,0,317,1905,452,0,355,1260,2202,131,1011,0,0,0,0,0,0,0,0,0,1119,5536,0,308,0,255,0,0,2680,0,0,0,0,13,0,0,0,0,0,126,0,0,503,181,1204,219
SAMPLE_271,1993,67,150,105,0,638,981,0,24,0,126,7,0,35,14,0,20,1729,126,46,373,155,247,189,0,0,0,0,0,0,0,0,0,0,0,0,167,652,22,374,0,351,0,2791,0,0,1132,1564,713,189,843,0,55,1193,3516,972,0,26,0,9,0,0,0,313,1295,0,174,6,15,44,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,2111,0,1675,363,1884,1759,2557,0,710,0,1306,5796,0,319,0,314,0,414,2303,0,0,0,0,0,5,13,7,114,541,120,0,0,421,139,1011,0
SAMPLE_272,0,0,0,0,0,0,0,0,0,0,84,4,4,58,0,0,595,787,110,76,315,149,220,183,60,75,0,20,0,0,0,0,519,176,807,0,157,596,13,304,0,334,0,2515,0,0,1005,1387,662,192,678,0,39,1032,3147,828,0,7,1,2,0,2085,3586,23,19,2352,107,342,251,32,11,8,0,0,22,7,0,0,0,0,0,1876,540,0,316,1109,2580,425,3154,0,1624,332,1669,1676,2283,0,625,64,0,0,0,0,0,0,0,0,0,6,3,0,1,0,10,8,0,0,0,0,0,0,0,0,0,0
SAMPLE_273,2008,102,154,86,0,576,952,0,26,0,111,0,4,62,0,0,372,1088,132,63,322,172,232,162,39,0,0,0,0,0,0,0,0,0,0,0,32,126,3,87,1384,0,0,2842,5,0,973,1369,615,166,692,0,0,1055,3216,938,0,0,4,0,0,2010,3555,26,19,2469,98,373,259,31,6,18,0,0,0,0,0,641,831,5274,3036,0,0,0,360,1113,2552,442,3304,0,1628,292,1744,1640,2377,0,666,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,166,1067,207
SAMPLE_274,189,11,7,1,0,0,307,306,0,2141,194,236,0,1760,0,0,0,0,48,19,36,42,43,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,293,345,0,0,0,668,0,3883,6112,120,489,743,356,0,447,9,21,34,18,27,51,241,9,106,0,946,1647,0,0,448,0,239,0,0,0,0,0,423,354,218,316,156,1041,0,513,1660,0,352,0,525,0,0,69,0,65,0,395,0,904,248,2401,294,862,0,96,1844,0,0,80,18
SAMPLE_275,372,15,0,0,0,0,292,349,0,2197,185,230,0,1720,0,0,0,0,41,22,28,33,36,56,0,0,0,1744,0,0,0,0,184,0,56,291,1816,1028,1594,0,0,1978,0,0,0,33,37,68,24,0,18,3,0,202,275,379,0,0,0,716,1879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0,242,72,0,0,0,57,313,0,0,1302,264,0,199,44,33,0,837,0,0,818,255,2439,262,643,0,63,1785,1247,0,555,33
SAMPLE_276,253,17,0,0,0,0,402,449,0,2826,227,254,0,2246,0,0,24,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,368,439,0,0,0,831,0,5023,7976,0,0,1694,499,308,709,20,26,51,36,36,52,272,10,0,0,0,0,2149,698,0,238,213,458,0,0,467,0,599,451,261,401,169,1387,0,690,2310,0,440,0,767,0,482,34,55,0,1074,0,0,1065,313,3130,121,0,0,116,2316,0,0,104,17
SAMPLE_277,1920,97,118,83,0,572,923,0,16,0,118,3,3,78,0,0,1251,0,122,81,282,143,207,191,55,84,0,0,3465,0,0,0,0,0,0,0,0,0,0,65,1404,0,0,2605,0,0,982,1278,641,171,690,0,53,1049,3081,825,0,3,0,1,0,2123,3426,57,118,2158,86,335,233,0,0,0,0,0,11,3,2,611,841,4963,2987,0,0,199,425,1125,2508,416,3268,0,1524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,82,112,0,0,425,160,1014,184
SAMPLE_278,2145,118,130,104,0,657,1047,0,15,0,95,2,5,75,0,0,224,1516,0,0,0,82,202,134,55,67,0,19,0,0,0,0,759,214,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1221,3557,920,0,15,1,1,0,2267,3891,91,226,1621,0,235,0,38,7,11,0,0,17,6,0,621,926,5733,3485,0,0,166,352,1136,1995,0,0,304,1189,390,1888,1922,2592,0,755,0,1231,5344,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,142,0,0,514,178,1108,234
SAMPLE_279,0,0,0,0,0,0,0,0,0,2291,207,222,0,2186,0,0,0,0,57,27,51,61,43,64,0,0,0,2182,0,0,32,0,127,0,89,800,1998,0,2291,0,0,0,0,60,0,20,48,68,36,0,19,6,1,282,374,461,0,0,0,839,2442,0,0,126,323,20,0,22,616,19,20,41,0,0,59,241,7,0,0,0,1891,0,0,0,325,0,184,0,0,416,0,464,0,321,93,0,0,0,0,1273,0,273,0,0,0,0,73,0,0,1106,0,0,0,0,0,0,94,0,0,0,0,0,0,0
SAMPLE_280,116,0,0,0,0,0,334,352,0,2305,190,246,0,1754,0,0,0,0,26,9,0,21,0,0,0,0,0,1755,0,0,67,0,22,0,46,287,1837,1005,1674,0,0,0,0,89,30,0,7,0,5,0,3,0,0,0,0,0,37,0,0,708,0,0,0,203,721,16,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1585,0,0,0,180,185,386,0,0,335,0,425,0,226,0,173,978,0,550,1801,0,379,0,612,0,376,41,56,0,860,0,0,859,247,2509,295,941,0,67,1871,1053,0,0,0
SAMPLE_281,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,0,0,2,0,22,0,0,0,21,55,0,0,0,1954,0,0,0,0,227,0,75,0,1397,0,1865,0,0,2313,0,0,0,31,0,4,0,0,0,0,0,260,319,410,0,0,0,788,0,4438,7140,139,587,1362,372,245,678,14,32,42,27,19,76,236,4,0,0,0,368,989,0,488,723,0,443,0,157,291,0,417,0,374,343,186,1289,0,606,2011,0,400,0,668,0,440,36,57,0,969,0,0,609,0,2576,444,543,0,0,0,0,0,0,0
SAMPLE_282,265,14,0,0,0,0,382,406,0,2687,250,285,0,2207,0,0,0,0,50,27,35,41,48,75,0,0,0,2289,0,0,74,0,4,0,93,344,2243,1214,2020,0,0,2508,0,0,0,44,35,86,39,0,24,2,1,266,324,481,0,0,0,835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,0,625,418,267,397,133,1328,0,715,2304,0,460,0,725,0,523,47,102,239,0,489,0,1164,338,3114,0,0,0,0,0,55,6,114,24
SAMPLE_283,0,0,86,23,0,0,314,348,0,2099,223,204,0,1709,0,0,0,0,44,28,34,32,31,68,0,0,0,1779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,277,332,1,0,0,688,0,3845,6236,141,537,1117,346,175,608,10,19,45,19,28,60,218,6,26,153,1111,1673,0,0,730,613,110,479,0,0,376,0,448,367,219,307,117,1029,0,136,0,81,33,905,0,0,0,0,0,0,0,0,0,812,233,2477,293,849,0,58,1787,1002,0,0,0
SAMPLE_284,448,28,0,0,0,0,359,378,0,2372,184,262,0,1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,41,88,19,0,28,4,2,235,310,404,0,0,0,782,0,4299,6758,144,529,1333,376,231,676,16,42,44,23,21,58,238,7,49,166,1227,1809,0,0,774,669,102,496,0,0,440,0,498,429,232,358,148,1115,0,593,1897,0,369,0,591,0,0,28,24,0,920,0,0,915,275,2691,285,1004,0,54,1949,1384,0,658,48
